   400.00 975.33382423701062 
   401.00 974.98984145515885 
   402.00 974.69135240769720 
   403.00 974.43926142840667 
   404.00 974.23402622856395 
   405.00 974.07414941283707 
   406.00 973.96175938870715 
   407.00 973.89463424069800 
   408.00 973.87123827843629 
   409.00 973.88950932215141 
   410.00 973.94685472524566 
   411.00 974.04015154674812 
   412.00 974.16682208116436 
   413.00 974.32035208139200 
   414.00 974.49738465990458 
   415.00 974.69275328383071 
   416.00 974.90082435921363 
   417.00 975.11552107655166 
   418.01 975.33035081347464 
   419.01 975.53843592183546 
   420.01 975.73254772277630 
   421.01 975.90514353435788 
   422.01 976.04840656139368 
   423.01 976.15428848531769 
   424.01 976.21455460219477 
   425.01 976.22083136821209 
   426.01 976.16465622294004 
   427.01 976.03752957006805 
   428.01 975.83096880196206 
   429.01 975.53656425706367 
   430.01 975.14603699678048 
   431.01 974.65129828015256 
   432.01 974.04416271870389 
   433.01 973.31772162955951 
   434.01 972.46454371576385 
   435.01 971.47792089468373 
   436.01 970.35165174670499 
   437.01 969.08010715537796 
   438.01 967.65829594771628 
   439.01 966.08193009335412 
   440.01 964.34748895731639 
   441.01 962.45228203615966 
   442.01 960.39450954321990 
   443.01 958.17332014777719 
   444.01 955.78886511744281 
   445.01 953.24234806526727 
   446.01 950.53606946531386 
   447.01 947.67346507492812 
   448.01 944.65913739076120 
   449.01 941.49887927060524 
   450.01 938.19968887581945 
   451.01 934.76977513078259 
   452.01 931.21855295717876 
   453.01 927.55662762232475 
   454.02 923.79576764205990 
   455.02 919.94886579920444 
   456.02 916.02988797710361 
   457.02 912.05380966252892 
   458.02 908.03654014100437 
   459.02 903.99483458774591 
   460.02 899.94619444569048 
   461.02 895.90875667509613 
   462.02 891.90117265308891 
   463.02 887.94247769234266 
   464.02 884.05195233172083 
   465.02 880.24897672403154 
   466.02 876.55287960308817 
   467.02 872.98278345013694 
   468.02 869.55744759495462 
   469.02 866.29511107635312 
   470.02 863.21333714783282 
   471.02 860.32886134462240 
   472.02 857.65744502686380 
   473.02 855.21373627946969 
   474.02 853.01113998213759 
   475.02 851.06169876377942 
   476.02 849.37598642561011 
   477.02 847.96301525837157 
   478.02 846.83015849438175 
   479.02 845.98308892758303 
   480.02 845.42573450833811 
   481.02 845.16025147863797 
   482.02 845.18701536220760 
   483.02 845.50462986750608 
   484.02 846.10995350470716 
   485.02 846.99814346529649 
   486.02 848.16201744263185 
   487.02 849.59476306822353 
   488.02 851.28628540621298 
   489.02 853.22568444551337 
   490.03 855.40080397736313 
   491.03 857.79835692393510 
   492.03 860.40405896327570 
   493.03 863.20276863271556 
   494.03 866.17863204666332 
   495.03 869.31523034999736 
   496.03 872.59572804442337 
   497.03 876.00302037096571 
   498.03 879.51987800535585 
   499.03 883.12908742218838 
   500.03 886.81358540558415 
   501.03 890.55658632563825 
   502.03 894.34265770382012 
   503.03 898.15381838304984 
   504.03 901.97596446367947 
   505.03 905.79450356761231 
   506.03 909.59561311838013 
   507.03 913.36630459403716 
   508.03 917.09447578882543 
   509.03 920.76895112267948 
   510.03 924.37951020183630 
   511.03 927.91690498566220 
   512.03 931.37286605244867 
   513.03 934.74009857889030 
   514.03 938.01226875311693 
   515.03 941.18398142885349 
   516.03 944.25074989815539 
   517.03 947.20895871227003 
   518.03 950.05582051480360 
   519.03 952.78932786921564 
   520.03 955.40820106454760 
   521.03 957.91183287033562 
   522.03 960.30023118514112 
   523.03 962.57396048441615 
